assessment_id,customer_id,course_id,completion_rate,rating,completion_date
A001235,U0232,C004,0.58,3.5,
A001236,U0232,C015,0.44,4.0,
A001237,U0233,C008,0.78,4.5,2024-03-20
A001238,U0233,C004,0.86,5.0,2024-11-12
A001239,U0233,C001,0.41,,
A001240,U0234,C004,0.87,,2024-11-20
A001241,U0234,C010,0.12,4.0,
A001242,U0234,C009,1.0,3.0,2024-09-29
A001243,U0234,C012,1.0,5.0,2024-11-26
A001244,U0234,C014,0.74,,2024-10-16
A001245,U0234,C011,1.0,,2024-09-29
A001246,U0234,C005,0.71,,2024-09-19
A001247,U0235,C005,0.03,3.5,
A001248,U0235,C002,0.48,,
A001249,U0235,C013,1.0,4.5,2024-09-13
A001250,U0236,C014,0.7,4.0,2022-12-19
A001251,U0236,C015,0.86,5.0,2023-02-10
A001252,U0236,C001,0.93,5.0,2023-10-22
A001253,U0236,C007,1.0,,2024-01-30
A001254,U0236,C010,0.94,5.0,2024-08-25
A001255,U0236,C013,1.0,,2024-10-24
A001256,U0236,C011,1.0,,2024-11-08
A001257,U0236,C008,0.38,,
A001258,U0237,C015,0.96,3.0,2024-11-21
A001259,U0237,C009,1.0,3.5,2024-11-18
A001260,U0237,C012,0.34,3.5,
A001261,U0238,C005,0.07,3.0,
A001262,U0238,C009,0.99,,2024-07-31
A001263,U0238,C006,1.0,3.0,2024-09-12
A001264,U0239,C002,0.81,4.5,2024-11-18
A001265,U0239,C010,1.0,4.5,2024-12-26
A001266,U0239,C005,0.71,5.0,2024-11-22
A001267,U0239,C014,0.75,3.5,2024-11-05
A001268,U0239,C008,0.81,,2024-12-27
A001269,U0240,C015,0.82,3.5,
A001270,U0240,C014,0.81,,2024-08-03
A001271,U0240,C008,0.83,3.5,2024-10-23
A001272,U0241,C015,0.34,3.0,
A001273,U0241,C008,0.0,4.0,
A001274,U0241,C003,0.21,4.0,
A001275,U0241,C011,0.35,4.5,
A001276,U0241,C001,0.63,,
A001277,U0241,C002,0.76,3.0,2024-10-27
A001278,U0242,C015,0.62,,
A001279,U0242,C014,0.84,,2024-01-15
A001280,U0242,C011,0.98,,2024-03-28
A001281,U0242,C007,0.91,4.0,2024-08-17
A001282,U0242,C006,0.87,,
A001283,U0242,C013,1.0,5.0,2024-09-06
A001284,U0242,C001,1.0,5.0,2024-06-07
A001285,U0242,C012,1.0,4.5,2024-10-31
A001286,U0242,C003,0.96,,2024-12-31
A001287,U0243,C009,1.0,4.0,2024-12-27
A001288,U0244,C006,1.0,,2024-08-26
A001289,U0244,C002,0.88,,2024-09-17
A001290,U0244,C009,0.56,,
A001291,U0244,C013,1.0,4.0,2024-11-10
A001292,U0245,C013,0.35,5.0,
A001293,U0245,C003,0.65,3.5,
A001294,U0245,C011,0.52,,
A001295,U0245,C004,0.8,,
A001296,U0245,C014,0.05,3.0,
A001297,U0245,C002,0.34,3.0,
A001298,U0246,C004,0.27,5.0,
A001299,U0246,C012,0.97,4.5,2023-03-08
A001300,U0246,C006,1.0,5.0,2023-07-02
A001301,U0246,C001,0.51,4.5,
A001302,U0246,C002,0.85,4.5,2023-12-14
A001303,U0246,C011,1.0,,2024-01-21
A001304,U0246,C013,0.85,4.5,
A001305,U0246,C009,0.96,5.0,2024-12-18
A001306,U0247,C001,0.37,,
A001307,U0248,C015,1.0,4.5,2024-07-17
A001308,U0248,C011,0.98,,2024-03-31
A001309,U0248,C013,1.0,4.5,2024-03-20
A001310,U0248,C009,0.95,3.5,2024-08-23
A001311,U0248,C002,0.92,,2024-05-21
A001312,U0249,C011,0.56,4.0,
A001313,U0249,C003,1.0,4.5,2024-05-27
A001314,U0250,C002,0.84,,2024-05-24
A001315,U0250,C003,1.0,3.0,2024-07-17
A001316,U0250,C007,0.67,,
A001317,U0250,C014,0.77,2.5,2024-09-29
A001318,U0251,C015,0.91,3.5,2024-02-12
A001319,U0251,C011,0.22,5.0,
A001320,U0251,C003,0.83,4.0,
A001321,U0252,C007,0.16,4.5,
A001322,U0252,C001,1.0,,2024-01-10
A001323,U0252,C011,0.96,4.5,2024-07-08
A001324,U0252,C009,0.93,,2024-05-27
A001325,U0252,C008,0.03,,
A001326,U0252,C015,0.35,5.0,
A001327,U0252,C010,0.96,4.5,2024-12-13
A001328,U0252,C012,0.92,,2024-10-24
A001329,U0252,C014,0.77,4.5,2024-11-21
A001330,U0253,C008,0.75,,2024-01-17
A001331,U0253,C009,0.99,3.5,2024-06-02
A001332,U0253,C005,0.75,3.5,2024-02-26
A001333,U0253,C011,0.36,3.5,
A001334,U0254,C007,0.32,4.0,
A001335,U0254,C012,1.0,4.5,2024-03-21
A001336,U0254,C010,0.95,4.0,2024-11-15
A001337,U0255,C013,1.0,,2023-01-27
A001338,U0255,C009,0.68,,
A001339,U0256,C010,0.95,5.0,2024-06-19
A001340,U0256,C012,0.88,,2024-08-15
A001341,U0256,C005,0.86,4.0,2024-09-26
A001342,U0256,C001,1.0,5.0,2024-09-06
A001343,U0256,C013,1.0,,2024-10-05
A001344,U0256,C011,1.0,,2024-08-29
A001345,U0256,C004,0.27,,
A001346,U0256,C003,1.0,5.0,2024-12-12
A001347,U0256,C009,1.0,5.0,2024-12-15
A001348,U0256,C008,0.68,4.5,2024-12-22
A001349,U0257,C013,0.7,,
A001350,U0257,C015,0.67,,
A001351,U0257,C006,0.34,,
A001352,U0257,C012,1.0,4.0,2024-11-22
A001353,U0258,C010,0.99,4.5,2023-10-07
A001354,U0258,C009,0.41,5.0,
A001355,U0258,C012,0.98,4.5,2024-10-15
A001356,U0258,C006,1.0,4.5,2024-11-01
A001357,U0258,C002,0.89,4.0,2024-11-03
A001358,U0258,C011,0.97,,2024-12-04
A001359,U0259,C015,0.23,4.5,
A001360,U0259,C012,0.33,4.5,
A001361,U0259,C006,0.76,,
A001362,U0259,C001,1.0,,2023-12-21
A001363,U0259,C011,0.63,3.0,
A001364,U0259,C009,0.75,4.5,
A001365,U0260,C009,0.14,4.5,
A001366,U0260,C014,0.84,4.0,2023-06-16
A001367,U0260,C011,1.0,,2024-01-06
A001368,U0260,C013,1.0,4.0,2023-10-04
A001369,U0260,C004,0.58,,
A001370,U0260,C001,1.0,4.5,2024-08-09
A001371,U0260,C003,0.89,4.0,2024-10-24
A001372,U0261,C015,0.48,,
A001373,U0261,C010,0.94,3.0,2023-07-07
A001374,U0262,C007,0.88,3.5,2022-08-10
A001375,U0262,C011,1.0,4.5,2023-03-13
A001376,U0262,C010,0.97,4.5,2023-08-05
A001377,U0262,C006,0.24,5.0,
A001378,U0262,C001,1.0,4.5,2024-10-29
A001379,U0262,C009,0.22,4.0,
A001380,U0262,C012,0.4,,
A001381,U0263,C002,0.81,3.5,2023-11-01
A001382,U0263,C008,0.83,3.0,2023-09-20
A001383,U0263,C009,0.75,4.5,
A001384,U0263,C012,1.0,4.5,2024-12-28
A001385,U0264,C013,0.98,,
A001386,U0264,C003,0.6,5.0,
A001387,U0265,C008,0.0,,
A001388,U0265,C005,0.86,,2024-04-06
A001389,U0265,C012,1.0,,2024-07-04
A001390,U0265,C014,0.61,,
A001391,U0266,C010,0.43,4.5,
A001392,U0266,C015,0.96,5.0,2024-04-14
A001393,U0266,C008,0.79,,2024-06-09
A001394,U0266,C011,1.0,,2024-03-26
A001395,U0266,C003,0.78,5.0,
A001396,U0266,C004,0.97,4.5,2024-12-01
A001397,U0266,C014,0.78,4.5,2024-12-24
A001398,U0267,C011,1.0,2.5,2023-08-16
A001399,U0267,C012,1.0,,2023-10-02
A001400,U0267,C004,0.32,4.5,
A001401,U0267,C013,0.26,,
A001402,U0268,C006,0.5,5.0,
A001403,U0268,C010,0.89,,2023-02-26
A001404,U0268,C001,0.41,,
A001405,U0268,C007,1.0,4.5,2024-10-06
A001406,U0268,C014,0.17,,
A001407,U0268,C005,0.82,3.0,2024-12-11
A001408,U0268,C011,1.0,,2024-12-30
A001409,U0269,C008,0.0,2.5,
A001410,U0269,C007,0.89,3.0,2024-05-20
A001411,U0269,C001,0.21,4.0,
A001412,U0269,C003,0.78,3.5,
A001413,U0269,C014,0.51,3.0,
A001414,U0269,C010,0.69,,
A001415,U0269,C004,0.3,4.0,
A001416,U0270,C001,0.79,3.5,
A001417,U0270,C002,0.42,3.5,
A001418,U0270,C008,0.12,4.5,
A001419,U0270,C003,0.44,3.5,
A001420,U0270,C014,0.32,3.5,
A001421,U0270,C004,0.64,4.0,
A001422,U0270,C010,0.09,,
A001423,U0270,C011,0.54,4.0,
A001424,U0271,C002,0.71,2.0,
A001425,U0271,C011,0.79,4.0,
A001426,U0271,C006,0.33,4.0,
A001427,U0271,C008,0.08,,
A001428,U0271,C015,0.29,,
A001429,U0271,C001,0.43,4.0,
A001430,U0271,C007,0.13,3.5,
A001431,U0271,C005,0.0,,
A001432,U0271,C009,0.47,3.0,
A001433,U0272,C011,1.0,4.0,2024-08-23
A001434,U0272,C009,0.91,,2024-09-25
A001435,U0272,C015,0.6,5.0,
A001436,U0272,C004,0.96,4.5,2024-12-21
A001437,U0272,C007,0.96,4.5,2024-12-31
A001438,U0273,C002,0.82,3.0,2023-06-18
A001439,U0274,C001,0.91,3.5,2024-10-03
A001440,U0274,C012,0.92,4.0,2024-09-25
A001441,U0274,C009,1.0,3.0,2024-12-15
A001442,U0274,C014,0.74,4.0,2024-12-17
A001443,U0275,C012,0.68,3.5,
A001444,U0275,C006,0.41,5.0,
A001445,U0276,C003,0.85,5.0,
A001446,U0277,C012,0.91,4.0,2024-12-27
A001447,U0277,C010,1.0,,2024-12-06
A001448,U0277,C015,0.88,5.0,2024-10-17
A001449,U0277,C001,1.0,4.0,2024-11-26
A001450,U0277,C013,1.0,,2024-12-26
A001451,U0277,C002,0.92,3.0,2024-12-08
A001452,U0278,C015,0.93,5.0,2022-07-27
A001453,U0278,C012,1.0,5.0,2023-01-12
A001454,U0278,C001,1.0,5.0,2023-06-12
A001455,U0278,C007,0.93,,2023-09-21
A001456,U0278,C003,0.27,4.5,
A001457,U0278,C005,0.79,4.5,2024-10-21
A001458,U0278,C002,0.11,4.0,
A001459,U0278,C011,1.0,5.0,2024-12-08
A001460,U0279,C009,0.81,,
A001461,U0279,C013,0.63,5.0,
A001462,U0279,C004,0.69,,
A001463,U0279,C015,0.09,4.0,
A001464,U0279,C010,0.38,2.5,
A001465,U0279,C001,0.81,3.5,
A001466,U0280,C015,0.9,4.0,2024-05-21
A001467,U0280,C007,1.0,3.5,2024-07-10
A001468,U0280,C011,1.0,3.5,2024-09-12
A001469,U0280,C012,1.0,4.0,2024-11-26
A001470,U0280,C002,0.25,4.0,
A001471,U0281,C008,0.77,,2024-05-07
A001472,U0281,C011,0.59,4.5,
A001473,U0281,C003,0.17,3.5,
A001474,U0281,C006,0.38,,
A001475,U0281,C007,0.77,4.0,
A001476,U0281,C002,0.0,4.0,
A001477,U0282,C001,0.33,2.5,
A001478,U0282,C008,0.0,3.5,
A001479,U0282,C007,0.81,3.0,
A001480,U0282,C010,0.41,4.0,
A001481,U0282,C011,0.39,3.5,
A001482,U0283,C004,0.86,4.5,2024-10-02
A001483,U0283,C006,1.0,,2024-10-05
A001484,U0283,C014,0.78,4.5,2024-11-05
A001485,U0283,C008,0.73,4.5,2024-11-01
A001486,U0283,C003,0.98,4.5,2024-12-02
A001487,U0283,C010,0.9,5.0,2024-11-06
A001488,U0283,C007,1.0,4.5,2024-12-31
A001489,U0283,C001,1.0,,2024-12-12
A001490,U0283,C013,1.0,,2024-11-10
A001491,U0283,C009,0.98,,2024-12-24
A001492,U0283,C002,0.9,4.5,2024-12-18
A001493,U0283,C015,0.88,5.0,2024-12-17
A001494,U0284,C002,0.21,4.5,
A001495,U0285,C013,0.48,,
A001496,U0285,C001,0.98,4.0,2023-05-06
A001497,U0285,C008,0.7,4.0,2023-09-11
A001498,U0285,C006,0.52,4.0,
A001499,U0286,C015,0.92,3.5,2023-05-08
A001500,U0287,C003,0.94,,2024-04-09
A001501,U0287,C004,0.94,4.5,2024-06-17
A001502,U0288,C011,1.0,,2023-01-30
A001503,U0288,C001,1.0,4.0,2024-11-04
A001504,U0289,C012,1.0,4.5,2023-04-01
A001505,U0289,C009,1.0,,2024-03-01
A001506,U0289,C003,0.2,5.0,
A001507,U0289,C002,0.75,4.5,2024-08-10
A001508,U0289,C008,0.8,,2024-12-23
A001509,U0290,C013,1.0,,2023-05-12
A001510,U0290,C005,0.81,5.0,2023-05-14
A001511,U0290,C003,0.3,4.5,
A001512,U0290,C006,1.0,,2023-10-17
A001513,U0290,C011,0.79,4.0,
A001514,U0290,C008,0.81,3.5,2023-12-21
A001515,U0290,C012,1.0,4.5,2023-12-22
A001516,U0290,C001,0.96,5.0,2024-06-10
A001517,U0290,C002,0.78,,2024-07-17
A001518,U0290,C015,0.86,4.5,2024-12-24
A001519,U0291,C013,1.0,5.0,2024-09-12
A001520,U0291,C015,0.86,5.0,2024-11-15
A001521,U0291,C006,0.95,4.5,2024-11-28
A001522,U0291,C004,1.0,5.0,2024-11-15
A001523,U0291,C010,0.97,,2024-10-17
A001524,U0291,C001,0.84,5.0,
A001525,U0291,C007,1.0,4.0,2024-11-28
A001526,U0291,C002,0.45,4.5,
A001527,U0291,C003,1.0,,2024-11-20
A001528,U0292,C007,0.57,,
A001529,U0292,C006,0.92,,2024-12-20
A001530,U0293,C006,0.79,,
A001531,U0293,C005,0.83,4.0,2023-10-09
A001532,U0293,C001,0.68,4.5,
A001533,U0294,C005,0.73,4.5,2024-12-24
A001534,U0294,C013,1.0,3.5,2024-10-27
A001535,U0294,C015,1.0,4.5,2024-12-08
A001536,U0294,C009,1.0,,2024-11-08
A001537,U0294,C011,1.0,3.5,2024-12-15
A001538,U0294,C001,0.58,4.0,
A001539,U0295,C011,1.0,2.5,2023-10-29
A001540,U0295,C008,0.78,4.0,2024-05-31
A001541,U0296,C013,1.0,3.0,2024-12-05
A001542,U0296,C009,0.88,3.5,
A001543,U0297,C003,0.21,,
A001544,U0297,C008,0.79,3.5,2023-12-07
A001545,U0297,C007,0.99,,2024-03-22
A001546,U0298,C010,0.47,4.0,
A001547,U0298,C013,0.93,,
A001548,U0299,C005,0.04,4.5,
A001549,U0299,C001,0.97,3.0,2024-12-07
A001550,U0299,C013,1.0,,2024-12-14
A001551,U0299,C009,0.96,4.0,2024-08-30
A001552,U0299,C002,0.79,,2024-11-09
A001553,U0299,C007,0.22,3.5,
A001554,U0300,C004,0.86,4.0,2024-03-04
A001555,U0300,C013,1.0,3.5,2024-02-27
A001556,U0300,C009,0.92,4.0,2024-02-15
A001557,U0300,C014,0.84,,2024-05-06
A001558,U0300,C012,1.0,,2024-10-18
A001559,U0300,C007,0.92,,2024-12-03
A001560,U0300,C006,1.0,,2024-12-29
A001561,U0301,C007,0.14,,
A001562,U0301,C011,0.58,,
A001563,U0301,C002,0.04,2.5,
A001564,U0301,C006,0.57,4.5,
A001565,U0301,C005,0.59,,
A001566,U0301,C004,0.89,4.0,2024-09-09
A001567,U0301,C015,0.27,,
A001568,U0301,C012,0.56,4.5,
A001569,U0301,C009,0.88,,
A001570,U0302,C001,0.85,,
A001571,U0302,C006,0.27,3.0,
A001572,U0302,C002,0.78,,2024-05-11
A001573,U0302,C013,0.86,,
A001574,U0302,C011,0.5,2.0,
A001575,U0302,C014,0.1,3.0,
A001576,U0302,C007,0.43,,
A001577,U0302,C003,0.34,3.0,
A001578,U0302,C012,0.53,,
A001579,U0303,C010,0.3,4.0,
A001580,U0304,C009,1.0,5.0,2024-12-05
A001581,U0304,C004,0.95,,2024-12-08
A001582,U0304,C007,1.0,4.0,2024-12-07
A001583,U0304,C010,0.94,5.0,2024-11-13
A001584,U0304,C012,0.95,5.0,2024-12-15
A001585,U0304,C001,0.92,5.0,2024-11-16
A001586,U0304,C015,0.84,4.5,2024-11-12
A001587,U0305,C015,0.85,3.5,2023-07-13
A001588,U0306,C012,0.89,4.5,2023-06-09
A001589,U0306,C011,1.0,4.0,2023-06-18
A001590,U0306,C004,0.89,,2024-01-29
A001591,U0306,C005,0.7,4.5,2024-06-14
A001592,U0306,C002,0.13,5.0,
A001593,U0306,C015,1.0,5.0,2024-12-25
A001594,U0307,C009,1.0,4.0,2023-06-18
A001595,U0307,C011,0.96,,2024-08-22
A001596,U0307,C003,0.27,,
A001597,U0307,C007,0.98,3.5,2024-10-18
A001598,U0308,C001,0.98,3.5,2022-10-19
A001599,U0308,C006,1.0,4.0,2024-05-10
A001600,U0308,C005,0.19,4.0,
A001601,U0308,C010,1.0,,2024-07-27
A001602,U0308,C008,0.79,4.0,2024-12-18
A001603,U0309,C013,0.73,4.0,
A001604,U0309,C001,0.92,4.5,2024-12-29
A001605,U0309,C014,0.7,,2024-11-24
A001606,U0309,C006,1.0,,2024-11-27
A001607,U0309,C005,0.74,4.0,2024-12-22
A001608,U0310,C009,0.98,4.0,2023-09-14
A001609,U0310,C008,0.65,3.5,
A001610,U0310,C014,0.76,3.0,2024-01-27
A001611,U0310,C015,0.84,4.0,2024-07-31
A001612,U0310,C003,1.0,4.5,2024-11-19
A001613,U0311,C004,0.45,,
A001614,U0311,C014,0.59,,
A001615,U0311,C009,0.59,3.0,
A001616,U0311,C013,0.91,3.0,
A001617,U0311,C005,0.13,,
A001618,U0311,C010,0.8,,
A001619,U0311,C001,1.0,4.5,2024-10-03
A001620,U0311,C012,1.0,,2024-12-16
A001621,U0312,C009,1.0,,2024-12-16
A001622,U0312,C004,1.0,3.5,2024-11-18
A001623,U0312,C008,0.79,4.5,2024-12-29
A001624,U0312,C002,0.87,4.0,2024-10-02
A001625,U0312,C011,0.18,3.5,
A001626,U0313,C007,0.95,3.0,2024-12-30
A001627,U0313,C009,1.0,3.5,2024-11-04
A001628,U0313,C004,0.8,4.0,
A001629,U0314,C009,0.32,4.0,
A001630,U0314,C011,1.0,4.5,2024-06-30
A001631,U0314,C012,0.96,5.0,2024-06-18
A001632,U0314,C006,0.97,4.0,2024-07-31
A001633,U0314,C014,0.73,2.5,2024-12-22
A001634,U0314,C003,0.95,,2024-12-26
A001635,U0315,C002,0.25,,
A001636,U0315,C010,0.37,4.0,
A001637,U0315,C009,0.38,3.5,
A001638,U0315,C012,0.68,3.5,
A001639,U0315,C007,0.42,4.5,
A001640,U0315,C014,0.24,,
A001641,U0315,C008,0.36,,
A001642,U0315,C011,0.63,4.0,
A001643,U0316,C002,0.43,4.0,
A001644,U0316,C010,0.93,,2024-12-28
A001645,U0317,C006,0.83,4.0,
A001646,U0317,C015,0.9,,2024-04-15
A001647,U0317,C001,1.0,,2024-08-01
A001648,U0317,C011,0.23,4.0,
A001649,U0317,C004,0.54,3.5,
A001650,U0317,C005,0.15,3.5,
A001651,U0318,C003,0.5,,
A001652,U0318,C002,0.91,,2024-04-12
A001653,U0318,C012,1.0,3.5,2024-05-16
A001654,U0318,C006,0.35,4.5,
A001655,U0319,C001,1.0,,2022-10-13
A001656,U0319,C004,0.58,4.0,
A001657,U0319,C010,0.99,,2024-12-29
A001658,U0320,C010,0.11,,
A001659,U0320,C006,1.0,5.0,2022-09-28
A001660,U0320,C007,0.11,,
A001661,U0320,C009,0.15,3.5,
A001662,U0320,C008,0.17,,
A001663,U0320,C005,0.26,2.5,
A001664,U0320,C015,0.41,2.5,
A001665,U0320,C002,0.68,2.5,
A001666,U0321,C006,0.52,4.0,
A001667,U0321,C010,0.2,4.0,
A001668,U0321,C012,0.5,4.0,
A001669,U0322,C005,0.71,4.5,2024-05-20
A001670,U0322,C014,0.26,5.0,
A001671,U0322,C009,1.0,5.0,2024-04-24
A001672,U0322,C015,0.88,4.0,2024-02-05
A001673,U0322,C011,1.0,4.5,2024-05-23
A001674,U0322,C008,0.81,4.5,2024-06-16
A001675,U0322,C004,0.94,5.0,2024-09-21
A001676,U0322,C010,1.0,4.5,2024-06-20
A001677,U0322,C001,0.52,4.5,
A001678,U0323,C003,0.86,,
A001679,U0323,C008,0.07,3.5,
A001680,U0324,C006,1.0,,2022-12-18
A001681,U0324,C005,0.88,4.5,2023-02-17
A001682,U0324,C002,0.76,4.0,2023-01-07
A001683,U0324,C010,0.19,,
A001684,U0324,C013,0.64,3.5,
A001685,U0324,C003,0.93,5.0,2024-10-16
A001686,U0325,C008,0.85,4.0,2022-06-08
A001687,U0325,C014,0.77,5.0,2022-11-11
A001688,U0325,C015,0.92,,2023-01-27
A001689,U0325,C006,1.0,5.0,2023-09-21
A001690,U0325,C011,0.98,4.5,2024-11-28
A001691,U0326,C006,0.84,3.0,
A001692,U0327,C003,0.56,1.5,
A001693,U0327,C012,0.12,3.0,
A001694,U0327,C001,0.79,3.5,
A001695,U0327,C011,0.71,3.0,
A001696,U0327,C006,0.21,,
A001697,U0327,C013,1.0,2.0,2024-08-12
A001698,U0327,C008,0.15,2.0,
A001699,U0328,C013,1.0,,2022-07-09
A001700,U0328,C002,0.0,5.0,
A001701,U0328,C015,0.65,4.0,
A001702,U0328,C008,0.85,3.5,2024-12-22
A001703,U0329,C005,0.9,4.5,2023-06-13
A001704,U0329,C002,0.79,,2023-05-26
A001705,U0329,C011,1.0,4.0,2023-06-12
A001706,U0329,C009,1.0,,2024-10-25
A001707,U0329,C015,0.91,4.0,2024-10-15
A001708,U0329,C006,1.0,4.0,2024-11-24
A001709,U0329,C014,0.76,4.0,2024-12-17
A001710,U0330,C006,0.95,4.5,2024-03-31
A001711,U0330,C012,0.81,,
A001712,U0330,C014,0.8,4.5,2024-06-17
A001713,U0330,C008,0.87,,2024-04-08
A001714,U0330,C015,1.0,5.0,2024-08-16
A001715,U0330,C010,0.84,4.0,
A001716,U0330,C001,0.64,4.5,
A001717,U0330,C013,1.0,4.5,2024-12-28
A001718,U0331,C011,1.0,4.0,2024-05-08
A001719,U0331,C004,0.15,,
A001720,U0332,C015,0.66,3.5,
A001721,U0332,C003,0.3,4.0,
A001722,U0332,C004,0.79,4.5,
A001723,U0332,C007,0.47,,
A001724,U0332,C014,0.0,4.5,
A001725,U0332,C010,0.56,,
A001726,U0332,C012,0.65,4.0,
A001727,U0332,C005,0.5,4.5,
A001728,U0332,C009,0.13,2.5,
A001729,U0333,C001,1.0,2.5,2023-07-05
A001730,U0333,C002,0.94,,2024-09-08
A001731,U0333,C013,0.67,4.5,
A001732,U0334,C011,0.74,4.5,
A001733,U0335,C006,0.94,4.5,2023-02-20
A001734,U0335,C012,0.92,,2023-08-20
A001735,U0335,C005,0.77,,2023-10-06
A001736,U0335,C009,1.0,4.5,2024-01-28
A001737,U0335,C010,0.94,,2024-01-06
A001738,U0335,C014,0.33,4.5,
A001739,U0335,C013,1.0,,2024-09-20
A001740,U0335,C002,0.8,,2024-12-21
A001741,U0336,C008,0.75,4.0,2024-05-08
A001742,U0336,C002,0.11,4.0,
A001743,U0336,C014,0.35,,
A001744,U0336,C011,1.0,4.5,2024-11-19
A001745,U0336,C012,1.0,,2024-11-21
A001746,U0336,C007,0.34,,
A001747,U0337,C008,0.6,5.0,
A001748,U0337,C006,0.65,,
A001749,U0337,C010,0.87,4.5,2024-05-18
A001750,U0337,C007,0.92,4.0,2024-04-15
A001751,U0337,C014,0.28,,
A001752,U0337,C005,0.05,4.0,
A001753,U0337,C009,1.0,,2024-12-15
A001754,U0338,C009,1.0,3.0,2024-10-30
A001755,U0338,C005,0.04,,
A001756,U0338,C011,0.3,4.5,
A001757,U0338,C014,0.01,4.0,
A001758,U0339,C015,1.0,4.5,2024-04-17
A001759,U0339,C008,0.72,,2024-11-21
A001760,U0339,C012,0.97,4.5,2024-12-19
A001761,U0340,C007,0.49,4.5,
A001762,U0340,C014,0.82,,2023-07-10
A001763,U0340,C001,1.0,4.5,2024-04-18
A001764,U0340,C006,0.96,5.0,2024-09-01
A001765,U0340,C008,0.81,,2024-12-22
A001766,U0341,C009,0.97,4.5,2022-08-26
A001767,U0341,C011,0.98,5.0,2023-06-07
A001768,U0341,C010,1.0,4.0,2023-09-16
A001769,U0341,C004,0.37,5.0,
A001770,U0341,C006,0.99,,2024-03-15
A001771,U0341,C008,0.82,4.5,2024-01-31
A001772,U0341,C002,0.83,,2024-12-14
A001773,U0341,C015,0.78,4.0,
A001774,U0342,C004,0.17,5.0,
A001775,U0342,C002,0.56,,
A001776,U0343,C003,0.82,,
A001777,U0343,C004,0.46,4.5,
A001778,U0343,C009,0.54,3.0,
A001779,U0343,C011,0.48,3.0,
A001780,U0343,C006,0.56,3.5,
A001781,U0343,C010,0.75,,
A001782,U0344,C007,0.99,4.5,2024-02-05
A001783,U0344,C009,0.96,3.5,2024-06-17
A001784,U0345,C001,0.6,,
A001785,U0345,C014,0.42,3.5,
A001786,U0345,C007,0.65,3.0,
A001787,U0345,C006,0.28,,
A001788,U0345,C008,0.17,2.0,
A001789,U0346,C006,1.0,5.0,2024-11-30
A001790,U0346,C015,0.92,,2024-12-26
A001791,U0346,C001,0.99,4.5,2024-12-04
A001792,U0346,C013,0.28,4.0,
A001793,U0346,C012,0.98,,2024-12-08
A001794,U0346,C010,0.92,4.5,2024-12-30
A001795,U0346,C003,0.12,4.5,
A001796,U0346,C008,0.78,4.5,2024-12-04
A001797,U0347,C015,0.92,4.0,2024-03-16
A001798,U0347,C009,1.0,,2024-05-26
A001799,U0347,C011,1.0,4.5,2024-07-09
A001800,U0347,C006,1.0,,2024-10-27
A001801,U0347,C012,1.0,5.0,2024-12-24
A001802,U0348,C004,1.0,,2024-03-15
A001803,U0348,C002,0.92,,2024-08-25
A001804,U0349,C008,0.79,3.5,2023-07-01
A001805,U0349,C012,0.33,,
A001806,U0349,C001,0.99,,2024-10-15
A001807,U0349,C006,1.0,5.0,2024-12-09
A001808,U0350,C004,1.0,3.5,2023-12-09
A001809,U0350,C006,1.0,,2024-01-03
A001810,U0350,C010,1.0,3.5,2024-08-20
A001811,U0351,C009,0.81,4.0,
A001812,U0351,C006,0.73,,
A001813,U0351,C005,0.63,,
A001814,U0351,C007,0.26,2.5,
A001815,U0351,C010,0.62,,
A001816,U0352,C006,0.54,,
A001817,U0352,C007,0.41,3.5,
A001818,U0352,C009,0.45,,
A001819,U0352,C005,0.31,3.5,
A001820,U0352,C015,0.82,3.5,
A001821,U0353,C009,1.0,,2024-02-01
A001822,U0353,C015,0.79,4.0,
A001823,U0353,C002,0.31,4.0,
A001824,U0353,C005,0.06,4.0,
A001825,U0353,C008,0.58,2.5,
A001826,U0353,C003,0.99,,2024-11-11
A001827,U0353,C012,0.52,4.0,
A001828,U0353,C014,0.83,,2024-11-02
A001829,U0353,C006,0.63,,
A001830,U0354,C015,0.5,3.5,
A001831,U0354,C004,0.63,2.5,
A001832,U0354,C008,0.42,3.5,
A001833,U0354,C001,0.93,4.0,2023-05-04
A001834,U0354,C011,0.47,,
A001835,U0354,C014,0.0,3.5,
A001836,U0354,C005,0.19,,
A001837,U0355,C013,0.97,4.0,
A001838,U0355,C003,0.41,4.5,
A001839,U0355,C005,0.28,,
A001840,U0356,C013,1.0,4.5,2022-12-07
A001841,U0356,C012,0.36,4.0,
A001842,U0356,C004,0.85,4.0,2024-12-27
A001843,U0357,C009,0.65,,
A001844,U0358,C003,1.0,4.0,2024-08-22
A001845,U0358,C014,0.37,,
A001846,U0358,C004,0.27,3.5,
A001847,U0358,C013,0.65,,
A001848,U0359,C005,0.88,4.0,2024-08-16
A001849,U0359,C004,1.0,4.5,2024-10-01
A001850,U0359,C002,0.95,,2024-10-18
A001851,U0359,C011,0.59,4.0,
A001852,U0359,C007,0.95,,2024-12-07
A001853,U0360,C002,0.84,,2022-09-22
A001854,U0360,C015,0.67,3.0,
A001855,U0360,C007,0.28,,
A001856,U0360,C001,0.69,3.0,
A001857,U0360,C011,0.69,,
A001858,U0361,C014,0.5,,
A001859,U0361,C012,0.15,3.0,
A001860,U0362,C012,0.92,,2024-01-25
