login_id,customer_id,course_id,login_date,login_duration
L0025910,U0511,C013,2024-11-17,44
L0025911,U0511,C013,2024-12-16,23
L0025912,U0511,C013,2024-12-22,118
L0025913,U0511,C013,2024-12-27,61
L0025914,U0511,C013,2024-12-29,23
L0025915,U0511,C013,2024-12-30,53
L0025916,U0511,C006,2024-10-30,91
L0025917,U0511,C006,2024-11-03,82
L0025918,U0511,C006,2024-11-10,48
L0025919,U0511,C006,2024-11-20,47
L0025920,U0511,C006,2024-11-26,20
L0025921,U0511,C006,2024-12-01,58
L0025922,U0511,C006,2024-12-05,26
L0025923,U0511,C006,2024-12-06,36
L0025924,U0511,C006,2024-12-06,95
L0025925,U0511,C006,2024-12-07,48
L0025926,U0511,C006,2024-12-14,42
L0025927,U0511,C006,2024-12-18,55
L0025928,U0511,C006,2024-12-25,40
L0025929,U0511,C006,2024-12-31,38
L0025930,U0511,C005,2024-11-15,113
L0025931,U0511,C005,2024-11-16,40
L0025932,U0511,C005,2024-11-17,49
L0025933,U0511,C005,2024-11-18,100
L0025934,U0511,C005,2024-11-19,54
L0025935,U0511,C005,2024-11-20,86
L0025936,U0511,C005,2024-12-03,63
L0025937,U0511,C005,2024-12-07,31
L0025938,U0511,C005,2024-12-10,120
L0025939,U0511,C005,2024-12-14,91
L0025940,U0511,C005,2024-12-17,116
L0025941,U0511,C005,2024-12-19,88
L0025942,U0511,C005,2024-12-22,74
L0025943,U0511,C005,2024-12-27,44
L0025944,U0512,C013,2024-06-09,26
L0025945,U0512,C013,2024-06-10,45
L0025946,U0512,C013,2024-06-30,34
L0025947,U0512,C013,2024-07-06,40
L0025948,U0512,C013,2024-07-17,45
L0025949,U0512,C013,2024-09-08,54
L0025950,U0512,C013,2024-09-20,21
L0025951,U0512,C013,2024-10-07,28
L0025952,U0512,C013,2024-10-09,35
L0025953,U0512,C009,2024-06-14,30
L0025954,U0512,C009,2024-07-17,18
L0025955,U0512,C009,2024-07-26,30
L0025956,U0512,C009,2024-08-30,42
L0025957,U0512,C009,2024-09-20,58
L0025958,U0512,C009,2024-09-27,17
L0025959,U0512,C009,2024-10-03,21
L0025960,U0512,C009,2024-10-14,15
L0025961,U0512,C009,2024-10-17,18
L0025962,U0512,C009,2024-10-26,60
L0025963,U0512,C012,2024-06-10,57
L0025964,U0512,C012,2024-06-24,34
L0025965,U0512,C012,2024-06-27,51
L0025966,U0512,C012,2024-08-13,26
L0025967,U0512,C012,2024-08-16,48
L0025968,U0512,C012,2024-08-26,58
L0025969,U0512,C012,2024-11-01,52
L0025970,U0512,C012,2024-11-02,50
L0025971,U0512,C012,2024-11-18,40
L0025972,U0512,C010,2024-07-04,60
L0025973,U0512,C010,2024-07-18,43
L0025974,U0512,C010,2024-07-28,40
L0025975,U0512,C010,2024-08-07,59
L0025976,U0512,C010,2024-09-26,40
L0025977,U0512,C010,2024-09-30,40
L0025978,U0512,C010,2024-10-02,24
L0025979,U0512,C010,2024-10-09,43
L0025980,U0512,C010,2024-10-20,35
L0025981,U0512,C010,2024-11-19,52
L0025982,U0512,C010,2024-12-09,36
L0025983,U0512,C010,2024-12-19,37
L0025984,U0513,C008,2024-11-02,108
L0025985,U0513,C008,2024-11-07,94
L0025986,U0513,C008,2024-11-22,31
L0025987,U0513,C008,2024-11-25,52
L0025988,U0513,C008,2024-11-26,111
L0025989,U0513,C008,2024-11-29,83
L0025990,U0513,C008,2024-12-04,63
L0025991,U0513,C008,2024-12-05,117
L0025992,U0513,C008,2024-12-08,30
L0025993,U0513,C008,2024-12-09,99
L0025994,U0513,C008,2024-12-09,49
L0025995,U0513,C008,2024-12-11,131
L0025996,U0513,C008,2024-12-12,123
L0025997,U0513,C008,2024-12-13,136
L0025998,U0513,C008,2024-12-16,135
L0025999,U0513,C008,2024-12-22,64
L0026000,U0513,C008,2024-12-24,37
L0026001,U0513,C008,2024-12-27,125
L0026002,U0513,C008,2024-12-28,59
L0026003,U0513,C008,2024-12-31,42
L0026004,U0513,C014,2024-11-07,96
L0026005,U0513,C014,2024-11-14,58
L0026006,U0513,C014,2024-11-15,78
L0026007,U0513,C014,2024-11-16,84
L0026008,U0513,C014,2024-11-22,48
L0026009,U0513,C014,2024-12-01,116
L0026010,U0513,C014,2024-12-01,121
L0026011,U0513,C014,2024-12-06,148
L0026012,U0513,C014,2024-12-21,125
L0026013,U0513,C014,2024-12-30,60
L0026014,U0513,C010,2024-11-03,69
L0026015,U0513,C010,2024-11-06,118
L0026016,U0513,C010,2024-11-07,30
L0026017,U0513,C010,2024-11-09,54
L0026018,U0513,C010,2024-11-13,93
L0026019,U0513,C010,2024-11-18,77
L0026020,U0513,C010,2024-11-19,63
L0026021,U0513,C010,2024-11-20,46
L0026022,U0513,C010,2024-11-24,75
L0026023,U0513,C010,2024-11-30,148
L0026024,U0513,C010,2024-12-05,136
L0026025,U0513,C010,2024-12-07,76
L0026026,U0513,C010,2024-12-24,128
L0026027,U0513,C010,2024-12-25,76
L0026028,U0513,C010,2024-12-29,59
L0026029,U0513,C010,2024-12-29,57
L0026030,U0513,C010,2024-12-30,59
L0026031,U0513,C007,2024-11-10,44
L0026032,U0513,C007,2024-11-11,41
L0026033,U0513,C007,2024-11-11,78
L0026034,U0513,C007,2024-11-16,96
L0026035,U0513,C007,2024-11-17,88
L0026036,U0513,C007,2024-11-19,96
L0026037,U0513,C007,2024-11-21,131
L0026038,U0513,C007,2024-12-01,104
L0026039,U0513,C007,2024-12-07,124
L0026040,U0513,C007,2024-12-16,46
L0026041,U0513,C007,2024-12-19,60
L0026042,U0513,C007,2024-12-23,135
L0026043,U0513,C007,2024-12-27,37
L0026044,U0513,C007,2024-12-31,93
L0026045,U0513,C013,2024-11-12,106
L0026046,U0513,C013,2024-11-15,38
L0026047,U0513,C013,2024-11-25,148
L0026048,U0513,C013,2024-12-01,139
L0026049,U0513,C013,2024-12-05,123
L0026050,U0513,C013,2024-12-06,85
L0026051,U0513,C013,2024-12-08,139
L0026052,U0513,C013,2024-12-10,52
L0026053,U0513,C013,2024-12-14,60
L0026054,U0513,C013,2024-12-14,145
L0026055,U0513,C013,2024-12-18,43
L0026056,U0513,C013,2024-12-23,149
L0026057,U0513,C013,2024-12-25,117
L0026058,U0513,C013,2024-12-31,140
L0026059,U0513,C013,2024-12-31,96
L0026060,U0513,C001,2024-11-18,91
L0026061,U0513,C001,2024-11-25,146
L0026062,U0513,C001,2024-11-26,103
L0026063,U0513,C001,2024-12-01,61
L0026064,U0513,C001,2024-12-03,59
L0026065,U0513,C001,2024-12-05,120
L0026066,U0513,C001,2024-12-09,83
L0026067,U0513,C001,2024-12-09,37
L0026068,U0513,C001,2024-12-19,80
L0026069,U0513,C001,2024-12-21,55
L0026070,U0513,C001,2024-12-22,88
L0026071,U0513,C001,2024-12-23,129
L0026072,U0513,C001,2024-12-25,110
L0026073,U0513,C001,2024-12-26,95
L0026074,U0513,C005,2024-11-25,50
L0026075,U0513,C005,2024-11-26,119
L0026076,U0513,C005,2024-12-01,123
L0026077,U0513,C005,2024-12-03,87
L0026078,U0513,C005,2024-12-03,74
L0026079,U0513,C005,2024-12-04,54
L0026080,U0513,C005,2024-12-05,136
L0026081,U0513,C005,2024-12-05,45
L0026082,U0513,C005,2024-12-07,82
L0026083,U0513,C005,2024-12-07,147
L0026084,U0513,C005,2024-12-18,75
L0026085,U0513,C005,2024-12-22,102
L0026086,U0513,C005,2024-12-23,116
L0026087,U0513,C005,2024-12-23,48
L0026088,U0513,C005,2024-12-30,47
L0026089,U0513,C003,2024-11-26,150
L0026090,U0513,C003,2024-12-02,32
L0026091,U0513,C003,2024-12-07,31
L0026092,U0513,C003,2024-12-17,141
L0026093,U0513,C003,2024-12-19,52
L0026094,U0513,C003,2024-12-22,100
L0026095,U0513,C003,2024-12-23,93
L0026096,U0513,C003,2024-12-24,47
L0026097,U0513,C003,2024-12-25,69
L0026098,U0513,C003,2024-12-25,81
L0026099,U0513,C006,2024-11-28,35
L0026100,U0513,C006,2024-11-30,71
L0026101,U0513,C006,2024-12-03,64
L0026102,U0513,C006,2024-12-07,33
L0026103,U0513,C006,2024-12-08,82
L0026104,U0513,C006,2024-12-10,118
L0026105,U0513,C006,2024-12-12,62
L0026106,U0513,C006,2024-12-14,112
L0026107,U0513,C006,2024-12-15,45
L0026108,U0513,C006,2024-12-19,36
L0026109,U0513,C006,2024-12-24,56
L0026110,U0513,C006,2024-12-27,38
L0026111,U0513,C006,2024-12-30,83
L0026112,U0513,C002,2024-11-29,122
L0026113,U0513,C002,2024-12-01,129
L0026114,U0513,C002,2024-12-01,143
L0026115,U0513,C002,2024-12-04,47
L0026116,U0513,C002,2024-12-05,135
L0026117,U0513,C002,2024-12-06,140
L0026118,U0513,C002,2024-12-07,138
L0026119,U0513,C002,2024-12-08,87
L0026120,U0513,C002,2024-12-11,103
L0026121,U0513,C002,2024-12-13,122
L0026122,U0513,C002,2024-12-15,136
L0026123,U0513,C002,2024-12-24,126
L0026124,U0513,C002,2024-12-28,64
L0026125,U0513,C002,2024-12-30,59
L0026126,U0514,C003,2024-11-05,90
L0026127,U0514,C003,2024-11-10,117
L0026128,U0514,C003,2024-11-15,106
L0026129,U0514,C003,2024-11-17,36
L0026130,U0514,C003,2024-11-17,42
L0026131,U0514,C003,2024-11-19,113
L0026132,U0514,C003,2024-11-20,117
L0026133,U0514,C003,2024-11-25,59
L0026134,U0514,C003,2024-11-30,106
L0026135,U0514,C003,2024-12-07,103
L0026136,U0514,C003,2024-12-13,92
L0026137,U0514,C003,2024-12-18,30
L0026138,U0514,C003,2024-12-25,98
L0026139,U0514,C012,2024-11-04,23
L0026140,U0514,C012,2024-11-13,44
L0026141,U0514,C012,2024-11-25,70
L0026142,U0514,C012,2024-12-04,75
L0026143,U0514,C012,2024-12-04,25
L0026144,U0514,C012,2024-12-07,26
L0026145,U0514,C012,2024-12-10,82
L0026146,U0514,C012,2024-12-26,90
L0026147,U0514,C010,2024-11-07,119
L0026148,U0514,C010,2024-11-21,105
L0026149,U0514,C010,2024-11-27,32
L0026150,U0514,C010,2024-12-01,25
L0026151,U0514,C010,2024-12-04,102
L0026152,U0514,C010,2024-12-06,88
L0026153,U0514,C010,2024-12-07,65
L0026154,U0514,C010,2024-12-15,34
L0026155,U0514,C010,2024-12-16,63
L0026156,U0514,C010,2024-12-18,101
L0026157,U0514,C010,2024-12-20,93
L0026158,U0514,C010,2024-12-24,84
L0026159,U0514,C010,2024-12-24,114
L0026160,U0514,C010,2024-12-31,39
L0026161,U0514,C008,2024-11-22,45
L0026162,U0514,C008,2024-11-22,40
L0026163,U0514,C008,2024-11-25,32
L0026164,U0514,C008,2024-12-03,77
L0026165,U0514,C008,2024-12-03,41
L0026166,U0514,C008,2024-12-08,41
L0026167,U0514,C008,2024-12-20,22
L0026168,U0514,C008,2024-12-26,51
L0026169,U0514,C008,2024-12-26,53
L0026170,U0514,C008,2024-12-27,31
L0026171,U0515,C005,2024-02-02,70
L0026172,U0515,C005,2024-02-14,89
L0026173,U0515,C005,2024-02-28,109
L0026174,U0515,C005,2024-03-01,94
L0026175,U0515,C005,2024-03-25,63
L0026176,U0515,C005,2024-04-18,74
L0026177,U0515,C005,2024-05-26,76
L0026178,U0515,C005,2024-06-25,20
L0026179,U0515,C012,2024-03-01,112
L0026180,U0515,C012,2024-03-14,46
L0026181,U0515,C012,2024-03-15,60
L0026182,U0515,C012,2024-03-19,37
L0026183,U0515,C012,2024-03-23,54
L0026184,U0515,C012,2024-05-20,40
L0026185,U0515,C012,2024-05-23,101
L0026186,U0515,C012,2024-05-24,104
L0026187,U0515,C012,2024-05-25,65
L0026188,U0515,C012,2024-06-13,109
L0026189,U0515,C012,2024-06-29,30
L0026190,U0515,C012,2024-06-30,49
L0026191,U0515,C012,2024-07-16,34
L0026192,U0515,C012,2024-07-29,116
L0026193,U0515,C012,2024-07-30,37
L0026194,U0515,C013,2024-05-06,70
L0026195,U0515,C013,2024-05-14,51
L0026196,U0515,C013,2024-05-16,109
L0026197,U0515,C013,2024-05-22,36
L0026198,U0515,C013,2024-05-24,77
L0026199,U0515,C013,2024-05-31,48
L0026200,U0515,C013,2024-06-08,35
L0026201,U0515,C013,2024-06-28,112
L0026202,U0515,C013,2024-08-04,107
L0026203,U0515,C013,2024-08-25,20
L0026204,U0515,C013,2024-08-28,67
L0026205,U0515,C013,2024-09-21,47
L0026206,U0515,C013,2024-09-21,77
L0026207,U0515,C013,2024-09-30,116
L0026208,U0515,C013,2024-10-16,38
L0026209,U0515,C013,2024-10-20,71
L0026210,U0515,C010,2024-09-13,80
L0026211,U0515,C010,2024-09-27,40
L0026212,U0515,C010,2024-10-16,64
L0026213,U0515,C010,2024-10-17,64
L0026214,U0515,C010,2024-10-28,40
L0026215,U0515,C010,2024-10-30,100
L0026216,U0515,C010,2024-11-02,113
L0026217,U0515,C010,2024-12-12,107
L0026218,U0515,C010,2024-12-18,98
L0026219,U0515,C010,2024-12-26,99
L0026220,U0515,C010,2024-12-31,80
L0026221,U0515,C003,2024-10-09,31
L0026222,U0515,C003,2024-11-05,119
L0026223,U0515,C003,2024-11-08,69
L0026224,U0515,C003,2024-11-12,107
L0026225,U0515,C003,2024-11-12,43
L0026226,U0515,C003,2024-11-13,68
L0026227,U0515,C003,2024-11-17,53
L0026228,U0515,C003,2024-11-23,81
L0026229,U0515,C003,2024-11-23,71
L0026230,U0515,C003,2024-11-26,60
L0026231,U0515,C003,2024-12-02,95
L0026232,U0515,C003,2024-12-04,21
L0026233,U0515,C003,2024-12-21,85
L0026234,U0515,C003,2024-12-21,118
L0026235,U0515,C003,2024-12-25,116
L0026236,U0515,C003,2024-12-27,57
L0026237,U0516,C007,2023-03-16,17
L0026238,U0516,C007,2023-05-16,24
L0026239,U0516,C007,2023-07-20,7
L0026240,U0516,C007,2023-08-10,17
L0026241,U0516,C012,2023-07-17,23
L0026242,U0516,C012,2023-07-30,14
L0026243,U0516,C012,2023-09-23,17
L0026244,U0516,C012,2023-11-02,11
L0026245,U0516,C012,2023-11-12,10
L0026246,U0517,C005,2023-12-10,36
L0026247,U0517,C005,2023-12-22,116
L0026248,U0517,C005,2023-12-26,59
L0026249,U0517,C005,2024-01-16,82
L0026250,U0517,C005,2024-02-02,28
L0026251,U0517,C005,2024-02-09,85
L0026252,U0517,C005,2024-02-20,42
L0026253,U0517,C005,2024-03-15,78
L0026254,U0517,C005,2024-03-23,101
L0026255,U0517,C005,2024-03-26,39
L0026256,U0517,C005,2024-04-05,21
L0026257,U0517,C005,2024-04-09,87
L0026258,U0517,C005,2024-04-09,80
L0026259,U0517,C005,2024-04-30,55
L0026260,U0517,C005,2024-05-03,92
L0026261,U0517,C007,2024-07-27,68
L0026262,U0517,C007,2024-08-03,105
L0026263,U0517,C007,2024-08-16,110
L0026264,U0517,C007,2024-09-02,46
L0026265,U0517,C007,2024-10-19,100
L0026266,U0517,C007,2024-10-19,49
L0026267,U0517,C007,2024-10-28,27
L0026268,U0517,C007,2024-11-01,64
L0026269,U0517,C007,2024-11-21,26
L0026270,U0517,C007,2024-11-23,77
L0026271,U0517,C007,2024-11-28,37
L0026272,U0517,C007,2024-11-29,88
L0026273,U0517,C007,2024-12-06,103
L0026274,U0517,C006,2024-09-10,120
L0026275,U0517,C006,2024-09-13,109
L0026276,U0517,C006,2024-09-16,95
L0026277,U0517,C006,2024-09-20,66
L0026278,U0517,C006,2024-10-03,69
L0026279,U0517,C006,2024-10-04,32
L0026280,U0517,C006,2024-10-04,67
L0026281,U0517,C006,2024-10-10,92
L0026282,U0517,C006,2024-10-14,70
L0026283,U0517,C006,2024-10-28,95
L0026284,U0517,C006,2024-10-29,52
L0026285,U0517,C006,2024-11-07,27
L0026286,U0517,C006,2024-11-23,96
L0026287,U0517,C006,2024-12-10,116
L0026288,U0517,C006,2024-12-18,51
L0026289,U0517,C012,2024-09-07,51
L0026290,U0517,C012,2024-09-18,92
L0026291,U0517,C012,2024-10-05,85
L0026292,U0517,C012,2024-10-09,115
L0026293,U0517,C012,2024-10-22,99
L0026294,U0517,C012,2024-11-02,59
L0026295,U0517,C012,2024-11-10,77
L0026296,U0517,C012,2024-11-12,116
L0026297,U0517,C012,2024-12-02,25
L0026298,U0518,C015,2024-12-17,35
L0026299,U0518,C015,2024-12-21,58
L0026300,U0518,C015,2024-12-23,18
L0026301,U0518,C015,2024-12-24,18
L0026302,U0518,C015,2024-12-25,16
L0026303,U0518,C015,2024-12-25,40
L0026304,U0518,C015,2024-12-25,30
L0026305,U0518,C015,2024-12-29,18
L0026306,U0518,C015,2024-12-31,16
L0026307,U0519,C012,2023-04-04,53
L0026308,U0519,C012,2023-04-19,98
L0026309,U0519,C012,2023-04-26,34
L0026310,U0519,C012,2023-05-28,75
L0026311,U0519,C012,2023-06-14,52
L0026312,U0519,C012,2023-07-27,93
L0026313,U0519,C012,2023-08-11,25
L0026314,U0519,C012,2023-08-19,76
L0026315,U0519,C012,2023-08-19,80
L0026316,U0519,C012,2023-08-23,119
L0026317,U0519,C012,2023-08-24,30
L0026318,U0519,C012,2023-09-02,21
L0026319,U0519,C012,2023-09-25,101
L0026320,U0519,C008,2023-10-12,119
L0026321,U0519,C008,2023-10-27,104
L0026322,U0519,C008,2023-11-01,52
L0026323,U0519,C008,2023-12-20,61
L0026324,U0519,C008,2024-01-20,109
L0026325,U0519,C008,2024-02-17,80
L0026326,U0519,C008,2024-02-17,45
L0026327,U0519,C008,2024-02-25,43
L0026328,U0519,C009,2024-01-10,55
L0026329,U0519,C009,2024-01-15,111
L0026330,U0519,C009,2024-01-26,43
L0026331,U0519,C009,2024-02-08,27
L0026332,U0519,C009,2024-02-14,33
L0026333,U0519,C009,2024-03-26,106
L0026334,U0519,C009,2024-04-10,71
L0026335,U0519,C009,2024-04-11,33
L0026336,U0519,C009,2024-04-15,114
L0026337,U0519,C009,2024-04-29,52
L0026338,U0519,C009,2024-05-05,79
L0026339,U0519,C009,2024-05-23,88
L0026340,U0519,C015,2024-01-06,22
L0026341,U0519,C015,2024-01-19,92
L0026342,U0519,C015,2024-01-23,97
L0026343,U0519,C015,2024-01-30,24
L0026344,U0519,C015,2024-02-21,58
L0026345,U0519,C015,2024-03-05,120
L0026346,U0519,C015,2024-05-27,89
L0026347,U0519,C015,2024-06-10,72
L0026348,U0519,C007,2024-06-20,105
L0026349,U0519,C007,2024-06-28,84
L0026350,U0519,C007,2024-07-02,97
L0026351,U0519,C007,2024-07-07,83
L0026352,U0519,C007,2024-07-27,100
L0026353,U0519,C007,2024-08-22,38
L0026354,U0519,C007,2024-08-29,103
L0026355,U0519,C007,2024-09-14,47
L0026356,U0519,C007,2024-10-28,60
L0026357,U0519,C002,2024-05-19,30
L0026358,U0519,C002,2024-05-23,66
L0026359,U0519,C002,2024-05-24,120
L0026360,U0519,C002,2024-06-23,106
L0026361,U0519,C002,2024-07-01,49
L0026362,U0519,C002,2024-07-27,95
L0026363,U0519,C002,2024-08-03,75
L0026364,U0519,C002,2024-08-12,36
L0026365,U0519,C002,2024-08-19,32
L0026366,U0519,C002,2024-09-13,50
L0026367,U0519,C002,2024-09-21,54
L0026368,U0519,C002,2024-10-22,119
L0026369,U0519,C002,2024-10-28,27
L0026370,U0519,C002,2024-11-03,78
L0026371,U0519,C010,2024-10-24,22
L0026372,U0519,C010,2024-10-30,80
L0026373,U0519,C010,2024-11-01,53
L0026374,U0519,C010,2024-11-02,86
L0026375,U0519,C010,2024-11-09,90
L0026376,U0519,C010,2024-11-13,59
L0026377,U0519,C010,2024-11-24,90
L0026378,U0519,C010,2024-12-03,30
L0026379,U0519,C010,2024-12-03,77
L0026380,U0519,C010,2024-12-08,55
L0026381,U0519,C010,2024-12-21,53
L0026382,U0519,C010,2024-12-23,87
L0026383,U0519,C010,2024-12-27,73
L0026384,U0519,C010,2024-12-28,75
L0026385,U0519,C010,2024-12-30,116
L0026386,U0519,C010,2024-12-30,54
L0026387,U0520,C014,2023-08-07,11
L0026388,U0520,C013,2023-08-18,15
L0026389,U0520,C013,2024-01-11,19
L0026390,U0520,C011,2023-12-02,10
L0026391,U0520,C011,2024-02-08,15
L0026392,U0520,C008,2024-03-31,21
L0026393,U0520,C008,2024-05-03,22
L0026394,U0520,C002,2024-11-05,7
L0026395,U0520,C002,2024-12-15,9
L0026396,U0520,C002,2024-12-19,23
L0026397,U0520,C002,2024-12-21,14
L0026398,U0521,C008,2023-11-25,113
L0026399,U0521,C008,2023-12-20,118
L0026400,U0521,C008,2023-12-22,88
L0026401,U0521,C008,2023-12-22,36
L0026402,U0521,C008,2024-01-07,136
L0026403,U0521,C008,2024-01-17,34
L0026404,U0521,C008,2024-01-24,43
L0026405,U0521,C008,2024-01-31,57
L0026406,U0521,C008,2024-02-17,47
L0026407,U0521,C008,2024-03-05,146
L0026408,U0521,C008,2024-03-09,30
L0026409,U0521,C008,2024-03-26,117
L0026410,U0521,C008,2024-03-26,96
L0026411,U0521,C008,2024-04-03,117
L0026412,U0521,C008,2024-04-30,61
L0026413,U0521,C005,2024-02-12,119
L0026414,U0521,C005,2024-02-18,82
L0026415,U0521,C005,2024-02-21,76
L0026416,U0521,C005,2024-02-29,45
L0026417,U0521,C005,2024-03-16,133
L0026418,U0521,C005,2024-04-07,141
L0026419,U0521,C005,2024-04-10,43
L0026420,U0521,C005,2024-04-18,107
L0026421,U0521,C005,2024-05-14,87
L0026422,U0521,C005,2024-06-01,141
L0026423,U0521,C005,2024-06-13,75
L0026424,U0521,C005,2024-06-13,87
L0026425,U0521,C005,2024-06-14,72
L0026426,U0521,C005,2024-06-21,88
L0026427,U0521,C005,2024-06-22,44
L0026428,U0521,C005,2024-06-28,98
L0026429,U0521,C005,2024-07-07,105
L0026430,U0521,C005,2024-07-10,150
L0026431,U0521,C011,2024-03-16,79
L0026432,U0521,C011,2024-03-20,143
L0026433,U0521,C011,2024-03-24,66
L0026434,U0521,C011,2024-03-27,49
L0026435,U0521,C011,2024-03-31,44
L0026436,U0521,C011,2024-04-20,46
L0026437,U0521,C011,2024-05-19,45
L0026438,U0521,C011,2024-05-22,105
L0026439,U0521,C011,2024-06-18,107
L0026440,U0521,C011,2024-06-21,51
L0026441,U0521,C011,2024-07-09,98
L0026442,U0521,C007,2024-03-14,81
L0026443,U0521,C007,2024-03-17,133
L0026444,U0521,C007,2024-03-24,111
L0026445,U0521,C007,2024-04-09,114
L0026446,U0521,C007,2024-04-20,88
L0026447,U0521,C007,2024-04-20,129
L0026448,U0521,C007,2024-04-21,78
L0026449,U0521,C007,2024-04-24,143
L0026450,U0521,C007,2024-05-20,112
L0026451,U0521,C007,2024-06-13,61
L0026452,U0521,C007,2024-06-15,49
L0026453,U0521,C007,2024-07-02,63
L0026454,U0521,C007,2024-07-22,47
L0026455,U0521,C007,2024-07-23,73
L0026456,U0521,C007,2024-07-30,130
L0026457,U0521,C007,2024-08-21,133
L0026458,U0521,C007,2024-08-23,84
L0026459,U0521,C009,2024-05-06,129
L0026460,U0521,C009,2024-05-11,117
L0026461,U0521,C009,2024-05-23,66
L0026462,U0521,C009,2024-05-24,124
L0026463,U0521,C009,2024-05-28,118
L0026464,U0521,C009,2024-06-03,65
L0026465,U0521,C009,2024-06-09,139
L0026466,U0521,C009,2024-06-23,36
L0026467,U0521,C009,2024-06-30,59
L0026468,U0521,C009,2024-07-05,32
L0026469,U0521,C009,2024-07-16,120
L0026470,U0521,C009,2024-07-17,91
L0026471,U0521,C009,2024-07-23,118
L0026472,U0521,C009,2024-08-01,34
L0026473,U0521,C009,2024-08-12,72
L0026474,U0521,C009,2024-08-13,47
L0026475,U0521,C009,2024-08-26,73
L0026476,U0521,C009,2024-10-21,138
L0026477,U0521,C002,2024-09-10,93
L0026478,U0521,C002,2024-09-13,122
L0026479,U0521,C002,2024-09-19,131
L0026480,U0521,C002,2024-09-21,139
L0026481,U0521,C002,2024-09-25,93
L0026482,U0521,C002,2024-10-02,59
L0026483,U0521,C002,2024-10-07,45
L0026484,U0521,C002,2024-10-13,91
L0026485,U0521,C002,2024-10-13,41
L0026486,U0521,C002,2024-10-18,35
L0026487,U0521,C002,2024-11-09,125
L0026488,U0521,C002,2024-11-11,132
L0026489,U0521,C002,2024-11-13,148
L0026490,U0521,C002,2024-11-20,110
L0026491,U0521,C002,2024-11-23,43
L0026492,U0521,C002,2024-11-30,88
L0026493,U0521,C002,2024-12-05,68
L0026494,U0521,C002,2024-12-21,35
L0026495,U0521,C002,2024-12-26,105
L0026496,U0521,C002,2024-12-26,40
L0026497,U0521,C006,2024-09-18,42
L0026498,U0521,C006,2024-09-26,120
L0026499,U0521,C006,2024-10-02,38
L0026500,U0521,C006,2024-10-12,139
L0026501,U0521,C006,2024-10-17,73
L0026502,U0521,C006,2024-10-22,97
L0026503,U0521,C006,2024-10-23,120
L0026504,U0521,C006,2024-10-28,61
L0026505,U0521,C006,2024-10-30,110
L0026506,U0521,C006,2024-11-10,127
L0026507,U0521,C006,2024-11-27,73
L0026508,U0521,C006,2024-12-01,62
L0026509,U0521,C006,2024-12-03,122
L0026510,U0521,C006,2024-12-08,115
L0026511,U0521,C006,2024-12-17,146
L0026512,U0521,C006,2024-12-31,93
L0026513,U0521,C015,2024-11-02,126
L0026514,U0521,C015,2024-11-02,145
L0026515,U0521,C015,2024-11-06,97
L0026516,U0521,C015,2024-11-06,54
L0026517,U0521,C015,2024-11-15,30
L0026518,U0521,C015,2024-11-15,102
L0026519,U0521,C015,2024-11-19,137
L0026520,U0521,C015,2024-11-19,73
L0026521,U0521,C015,2024-11-20,77
L0026522,U0521,C015,2024-12-04,83
L0026523,U0521,C015,2024-12-06,80
L0026524,U0521,C015,2024-12-10,67
L0026525,U0521,C015,2024-12-23,30
L0026526,U0522,C003,2023-03-08,16
L0026527,U0522,C003,2023-04-06,7
L0026528,U0522,C003,2023-05-31,12
L0026529,U0522,C003,2023-07-31,8
L0026530,U0522,C006,2023-07-14,9
L0026531,U0522,C006,2023-07-15,6
L0026532,U0522,C007,2023-10-23,23
L0026533,U0522,C007,2023-11-09,22
L0026534,U0522,C007,2023-12-14,24
L0026535,U0522,C007,2024-01-04,18
L0026536,U0522,C007,2024-01-20,7
L0026537,U0522,C015,2023-11-29,30
L0026538,U0522,C015,2024-03-19,22
L0026539,U0522,C013,2023-12-22,28
L0026540,U0522,C013,2024-05-16,12
L0026541,U0522,C001,2023-12-31,20
L0026542,U0522,C001,2024-01-12,29
L0026543,U0522,C001,2024-03-16,7
L0026544,U0522,C001,2024-04-18,26
L0026545,U0522,C005,2024-03-07,17
L0026546,U0522,C005,2024-04-02,7
L0026547,U0522,C005,2024-07-31,9
L0026548,U0522,C012,2024-04-04,25
L0026549,U0522,C012,2024-06-24,23
L0026550,U0522,C004,2024-05-28,22
L0026551,U0522,C004,2024-07-06,8
L0026552,U0522,C004,2024-07-19,16
L0026553,U0522,C004,2024-08-23,15
L0026554,U0522,C009,2024-09-07,30
L0026555,U0522,C009,2024-10-04,24
L0026556,U0522,C009,2024-10-17,16
L0026557,U0522,C009,2024-12-04,23
L0026558,U0523,C006,2024-02-05,31
L0026559,U0523,C006,2024-02-14,27
L0026560,U0523,C006,2024-03-23,27
L0026561,U0523,C006,2024-04-16,35
L0026562,U0523,C006,2024-05-14,28
L0026563,U0523,C006,2024-06-13,17
L0026564,U0523,C004,2024-04-09,21
L0026565,U0523,C004,2024-04-15,32
L0026566,U0523,C004,2024-06-02,17
L0026567,U0523,C004,2024-06-04,15
L0026568,U0523,C004,2024-07-02,24
L0026569,U0523,C004,2024-07-14,58
L0026570,U0523,C004,2024-07-15,55
L0026571,U0523,C004,2024-08-15,44
L0026572,U0523,C004,2024-09-10,30
L0026573,U0523,C004,2024-09-21,15
L0026574,U0524,C015,2023-04-24,116
