purchase_id,customer_id,course_id,purchase_date,amount_paid
P001396,U0266,C004,2024-09-02,99
P001397,U0266,C014,2024-12-13,79
P001398,U0267,C011,2023-05-08,79
P001399,U0267,C012,2023-08-16,49
P001400,U0267,C004,2024-09-12,99
P001401,U0267,C013,2024-12-01,69
P001402,U0268,C006,2022-10-21,49
P001403,U0268,C010,2022-11-22,49
P001404,U0268,C001,2023-01-23,99
P001405,U0268,C007,2024-05-05,19
P001406,U0268,C014,2024-08-14,79
P001407,U0268,C005,2024-09-28,49
P001408,U0268,C011,2024-12-28,79
P001409,U0269,C008,2022-04-25,29
P001410,U0269,C007,2024-01-31,19
P001411,U0269,C001,2024-07-11,99
P001412,U0269,C003,2024-08-11,79
P001413,U0269,C014,2024-08-12,79
P001414,U0269,C010,2024-08-15,49
P001415,U0269,C004,2024-08-24,99
P001416,U0270,C001,2023-12-13,99
P001417,U0270,C002,2023-12-26,89
P001418,U0270,C008,2023-12-28,29
P001419,U0270,C003,2024-02-27,79
P001420,U0270,C014,2024-04-08,79
P001421,U0270,C004,2024-04-24,99
P001422,U0270,C010,2024-06-14,49
P001423,U0270,C011,2024-08-20,79
P001424,U0271,C002,2023-12-30,89
P001425,U0271,C011,2024-03-04,79
P001426,U0271,C006,2024-03-13,49
P001427,U0271,C008,2024-04-15,29
P001428,U0271,C015,2024-04-30,89
P001429,U0271,C001,2024-07-05,99
P001430,U0271,C007,2024-07-17,19
P001431,U0271,C005,2024-07-26,49
P001432,U0271,C009,2024-10-14,39
P001433,U0272,C011,2024-04-05,79
P001434,U0272,C009,2024-04-16,39
P001435,U0272,C015,2024-05-26,89
P001436,U0272,C004,2024-10-25,99
P001437,U0272,C007,2024-11-21,19
P001438,U0273,C002,2023-06-04,89
P001439,U0274,C001,2024-07-21,99
P001440,U0274,C012,2024-08-29,49
P001441,U0274,C009,2024-09-30,39
P001442,U0274,C014,2024-11-07,79
P001443,U0275,C012,2024-12-22,49
P001444,U0275,C006,2024-12-26,49
P001445,U0276,C003,2024-12-21,79
P001446,U0277,C012,2024-09-10,49
P001447,U0277,C010,2024-09-11,49
P001448,U0277,C015,2024-09-23,89
P001449,U0277,C001,2024-10-02,99
P001450,U0277,C013,2024-10-03,69
P001451,U0277,C002,2024-10-21,89
P001452,U0278,C015,2022-05-23,89
P001453,U0278,C012,2022-10-06,49
P001454,U0278,C001,2023-05-30,99
P001455,U0278,C007,2023-08-02,19
P001456,U0278,C003,2023-10-11,79
P001457,U0278,C005,2024-04-28,49
P001458,U0278,C002,2024-10-03,89
P001459,U0278,C011,2024-11-09,79
P001460,U0279,C009,2024-06-09,39
P001461,U0279,C013,2024-06-28,69
P001462,U0279,C004,2024-08-14,99
P001463,U0279,C015,2024-08-17,89
P001464,U0279,C010,2024-08-21,49
P001465,U0279,C001,2024-08-28,99
P001466,U0280,C015,2024-05-17,89
P001467,U0280,C007,2024-06-07,19
P001468,U0280,C011,2024-08-12,79
P001469,U0280,C012,2024-10-07,49
P001470,U0280,C002,2024-10-10,89
P001471,U0281,C008,2024-02-14,29
P001472,U0281,C011,2024-02-15,79
P001473,U0281,C003,2024-04-05,79
P001474,U0281,C006,2024-05-02,49
P001475,U0281,C007,2024-07-17,19
P001476,U0281,C002,2024-09-06,89
P001477,U0282,C001,2023-07-12,99
P001478,U0282,C008,2023-11-15,29
P001479,U0282,C007,2023-11-22,19
P001480,U0282,C010,2024-05-30,49
P001481,U0282,C011,2024-08-24,79
P001482,U0283,C004,2024-09-29,99
P001483,U0283,C006,2024-10-02,49
P001484,U0283,C014,2024-10-14,79
P001485,U0283,C008,2024-10-17,29
P001486,U0283,C003,2024-10-20,79
P001487,U0283,C010,2024-10-20,49
P001488,U0283,C007,2024-10-26,19
P001489,U0283,C001,2024-10-29,99
P001490,U0283,C013,2024-11-07,69
P001491,U0283,C009,2024-11-12,39
P001492,U0283,C002,2024-11-22,89
P001493,U0283,C015,2024-12-03,89
P001494,U0284,C002,2023-06-14,89
P001495,U0285,C013,2022-12-08,69
P001496,U0285,C001,2023-03-29,99
P001497,U0285,C008,2023-07-23,29
P001498,U0285,C006,2024-12-03,49
P001499,U0286,C015,2023-01-15,89
P001500,U0287,C003,2024-02-09,79
P001501,U0287,C004,2024-05-13,99
P001502,U0288,C011,2022-12-20,79
P001503,U0288,C001,2024-08-07,99
P001504,U0289,C012,2022-12-23,49
P001505,U0289,C009,2024-01-20,39
P001506,U0289,C003,2024-02-09,79
P001507,U0289,C002,2024-04-20,89
P001508,U0289,C008,2024-11-23,29
P001509,U0290,C013,2022-12-21,69
P001510,U0290,C005,2023-04-10,49
P001511,U0290,C003,2023-07-09,79
P001512,U0290,C006,2023-10-11,49
P001513,U0290,C011,2023-10-16,79
P001514,U0290,C008,2023-11-01,29
P001515,U0290,C012,2023-11-26,49
P001516,U0290,C001,2024-01-17,99
P001517,U0290,C002,2024-04-19,89
P001518,U0290,C015,2024-12-20,89
P001519,U0291,C013,2024-08-31,69
P001520,U0291,C015,2024-09-06,89
P001521,U0291,C006,2024-09-14,49
P001522,U0291,C004,2024-10-06,99
P001523,U0291,C010,2024-10-07,49
P001524,U0291,C001,2024-10-09,99
P001525,U0291,C007,2024-10-15,19
P001526,U0291,C002,2024-10-24,89
P001527,U0291,C003,2024-11-01,79
P001528,U0292,C007,2024-11-18,19
P001529,U0292,C006,2024-12-13,49
P001530,U0293,C006,2023-04-17,49
P001531,U0293,C005,2023-09-12,49
P001532,U0293,C001,2024-03-16,99
P001533,U0294,C005,2024-10-06,49
P001534,U0294,C013,2024-10-07,69
P001535,U0294,C015,2024-10-15,89
P001536,U0294,C009,2024-10-18,39
P001537,U0294,C011,2024-11-01,79
P001538,U0294,C001,2024-11-26,99
P001539,U0295,C011,2023-05-29,79
P001540,U0295,C008,2023-12-14,29
P001541,U0296,C013,2024-11-30,69
P001542,U0296,C009,2024-12-19,39
P001543,U0297,C003,2023-09-20,79
P001544,U0297,C008,2023-11-17,29
P001545,U0297,C007,2024-02-29,19
P001546,U0298,C010,2023-10-10,49
P001547,U0298,C013,2023-11-24,69
P001548,U0299,C005,2024-04-28,49
P001549,U0299,C001,2024-07-11,99
P001550,U0299,C013,2024-07-17,69
P001551,U0299,C009,2024-08-19,39
P001552,U0299,C002,2024-09-07,89
P001553,U0299,C007,2024-12-17,19
P001554,U0300,C004,2023-11-18,99
P001555,U0300,C013,2023-12-20,69
P001556,U0300,C009,2024-01-16,39
P001557,U0300,C014,2024-03-13,79
P001558,U0300,C012,2024-06-09,49
P001559,U0300,C007,2024-11-02,19
P001560,U0300,C006,2024-11-08,49
P001561,U0301,C007,2023-10-12,19
P001562,U0301,C011,2023-10-26,79
P001563,U0301,C002,2023-11-02,89
P001564,U0301,C006,2023-12-10,49
P001565,U0301,C005,2024-03-26,49
P001566,U0301,C004,2024-03-30,99
P001567,U0301,C015,2024-04-15,89
P001568,U0301,C012,2024-07-24,49
P001569,U0301,C009,2024-07-27,39
P001570,U0302,C001,2023-11-18,99
P001571,U0302,C006,2023-12-09,49
P001572,U0302,C002,2023-12-15,89
P001573,U0302,C013,2023-12-26,69
P001574,U0302,C011,2024-02-25,79
P001575,U0302,C014,2024-04-04,79
P001576,U0302,C007,2024-04-25,19
P001577,U0302,C003,2024-06-16,79
P001578,U0302,C012,2024-08-22,49
P001579,U0303,C010,2024-12-21,49
P001580,U0304,C009,2024-10-15,39
P001581,U0304,C004,2024-10-20,99
P001582,U0304,C007,2024-10-24,19
P001583,U0304,C010,2024-10-30,49
P001584,U0304,C012,2024-11-03,49
P001585,U0304,C001,2024-11-05,99
P001586,U0304,C015,2024-11-08,89
P001587,U0305,C015,2023-07-10,89
P001588,U0306,C012,2023-01-03,49
P001589,U0306,C011,2023-01-27,79
P001590,U0306,C004,2023-11-14,99
P001591,U0306,C005,2024-06-07,49
P001592,U0306,C002,2024-11-15,89
P001593,U0306,C015,2024-12-07,89
P001594,U0307,C009,2023-05-07,39
P001595,U0307,C011,2024-04-04,79
P001596,U0307,C003,2024-06-12,79
P001597,U0307,C007,2024-09-24,19
P001598,U0308,C001,2022-08-03,99
P001599,U0308,C006,2024-03-26,49
P001600,U0308,C005,2024-05-01,49
P001601,U0308,C010,2024-07-19,49
P001602,U0308,C008,2024-11-17,29
P001603,U0309,C013,2024-09-05,69
P001604,U0309,C001,2024-09-21,99
P001605,U0309,C014,2024-10-07,79
P001606,U0309,C006,2024-10-24,49
P001607,U0309,C005,2024-11-06,49
P001608,U0310,C009,2023-08-27,39
P001609,U0310,C008,2023-09-30,29
P001610,U0310,C014,2023-11-25,79
P001611,U0310,C015,2024-04-13,89
P001612,U0310,C003,2024-09-07,79
P001613,U0311,C004,2023-10-12,99
P001614,U0311,C014,2023-11-12,79
P001615,U0311,C009,2024-05-26,39
P001616,U0311,C013,2024-06-18,69
P001617,U0311,C005,2024-06-19,49
P001618,U0311,C010,2024-07-05,49
P001619,U0311,C001,2024-09-06,99
P001620,U0311,C012,2024-10-25,49
P001621,U0312,C009,2024-09-02,39
P001622,U0312,C004,2024-09-23,99
P001623,U0312,C008,2024-09-25,29
P001624,U0312,C002,2024-09-25,89
P001625,U0312,C011,2024-10-15,79
P001626,U0313,C007,2024-09-18,19
P001627,U0313,C009,2024-10-05,39
P001628,U0313,C004,2024-10-12,99
P001629,U0314,C009,2024-01-20,39
P001630,U0314,C011,2024-05-04,79
P001631,U0314,C012,2024-05-11,49
P001632,U0314,C006,2024-07-28,49
P001633,U0314,C014,2024-10-04,79
P001634,U0314,C003,2024-10-29,79
P001635,U0315,C002,2022-09-16,89
P001636,U0315,C010,2022-10-03,49
P001637,U0315,C009,2022-11-10,39
P001638,U0315,C012,2023-12-16,49
P001639,U0315,C007,2024-04-19,19
P001640,U0315,C014,2024-09-04,79
P001641,U0315,C008,2024-10-09,29
P001642,U0315,C011,2024-10-28,79
P001643,U0316,C002,2024-04-30,89
P001644,U0316,C010,2024-12-26,49
P001645,U0317,C006,2023-11-15,49
P001646,U0317,C015,2023-12-08,89
P001647,U0317,C001,2024-04-01,99
P001648,U0317,C011,2024-07-02,79
P001649,U0317,C004,2024-07-05,99
P001650,U0317,C005,2024-08-01,49
P001651,U0318,C003,2023-05-28,79
P001652,U0318,C002,2023-12-08,89
P001653,U0318,C012,2024-01-30,49
P001654,U0318,C006,2024-09-29,49
P001655,U0319,C001,2022-05-27,99
P001656,U0319,C004,2023-07-18,99
P001657,U0319,C010,2024-07-12,49
P001658,U0320,C010,2022-05-04,49
P001659,U0320,C006,2022-07-19,49
P001660,U0320,C007,2022-10-16,19
P001661,U0320,C009,2022-11-29,39
P001662,U0320,C008,2022-12-04,29
P001663,U0320,C005,2023-04-13,49
P001664,U0320,C015,2024-04-10,89
P001665,U0320,C002,2024-07-29,89
P001666,U0321,C006,2024-01-13,49
P001667,U0321,C010,2024-10-31,49
P001668,U0321,C012,2024-12-20,49
P001669,U0322,C005,2023-12-11,49
P001670,U0322,C014,2023-12-14,79
P001671,U0322,C009,2024-01-25,39
P001672,U0322,C015,2024-01-26,89
P001673,U0322,C011,2024-03-23,79
P001674,U0322,C008,2024-03-25,29
P001675,U0322,C004,2024-04-20,99
P001676,U0322,C010,2024-05-20,49
P001677,U0322,C001,2024-12-08,99
P001678,U0323,C003,2023-03-03,79
P001679,U0323,C008,2023-12-28,29
P001680,U0324,C006,2022-11-17,49
P001681,U0324,C005,2022-11-23,49
P001682,U0324,C002,2022-12-30,89
P001683,U0324,C010,2023-10-21,49
P001684,U0324,C013,2024-06-13,69
P001685,U0324,C003,2024-09-29,79
P001686,U0325,C008,2022-04-23,29
P001687,U0325,C014,2022-05-18,79
P001688,U0325,C015,2022-10-26,89
P001689,U0325,C006,2023-04-06,49
P001690,U0325,C011,2024-11-04,79
P001691,U0326,C006,2023-07-20,49
P001692,U0327,C003,2023-01-11,79
P001693,U0327,C012,2023-05-08,49
P001694,U0327,C001,2023-08-20,99
P001695,U0327,C011,2023-11-21,79
P001696,U0327,C006,2023-11-29,49
P001697,U0327,C013,2024-03-19,69
P001698,U0327,C008,2024-10-13,29
P001699,U0328,C013,2022-06-30,69
P001700,U0328,C002,2022-11-15,89
P001701,U0328,C015,2024-04-25,89
P001702,U0328,C008,2024-07-13,29
P001703,U0329,C005,2022-12-22,49
P001704,U0329,C002,2023-02-26,89
P001705,U0329,C011,2023-06-11,79
P001706,U0329,C009,2024-06-19,39
P001707,U0329,C015,2024-06-26,89
P001708,U0329,C006,2024-10-30,49
P001709,U0329,C014,2024-11-06,79
P001710,U0330,C006,2023-10-30,49
P001711,U0330,C012,2023-11-21,49
P001712,U0330,C014,2024-01-17,79
P001713,U0330,C008,2024-03-18,29
P001714,U0330,C015,2024-03-26,89
P001715,U0330,C010,2024-04-30,49
P001716,U0330,C001,2024-09-26,99
P001717,U0330,C013,2024-12-23,69
P001718,U0331,C011,2024-04-10,79
P001719,U0331,C004,2024-06-27,99
P001720,U0332,C015,2022-03-18,89
P001721,U0332,C003,2022-04-12,79
P001722,U0332,C004,2022-06-29,99
P001723,U0332,C007,2023-02-15,19
P001724,U0332,C014,2023-05-24,79
P001725,U0332,C010,2023-12-26,49
P001726,U0332,C012,2024-03-10,49
P001727,U0332,C005,2024-08-17,49
P001728,U0332,C009,2024-08-28,39
P001729,U0333,C001,2023-02-23,99
P001730,U0333,C002,2024-03-17,89
P001731,U0333,C013,2024-07-25,69
P001732,U0334,C011,2023-10-07,79
P001733,U0335,C006,2022-12-09,49
P001734,U0335,C012,2023-07-15,49
P001735,U0335,C005,2023-07-23,49
P001736,U0335,C009,2023-09-19,39
P001737,U0335,C010,2023-12-22,49
P001738,U0335,C014,2024-01-24,79
P001739,U0335,C013,2024-09-08,69
P001740,U0335,C002,2024-12-09,89
P001741,U0336,C008,2023-11-29,29
P001742,U0336,C002,2024-02-25,89
P001743,U0336,C014,2024-04-21,79
P001744,U0336,C011,2024-08-13,79
P001745,U0336,C012,2024-09-15,49
P001746,U0336,C007,2024-11-24,19
P001747,U0337,C008,2023-08-18,29
P001748,U0337,C006,2023-11-03,49
P001749,U0337,C010,2023-12-31,49
P001750,U0337,C007,2024-04-08,19
P001751,U0337,C014,2024-05-03,79
P001752,U0337,C005,2024-05-06,49
P001753,U0337,C009,2024-11-20,39
P001754,U0338,C009,2024-07-09,39
P001755,U0338,C005,2024-07-14,49
P001756,U0338,C011,2024-07-29,79
P001757,U0338,C014,2024-08-05,79
P001758,U0339,C015,2023-10-29,89
P001759,U0339,C008,2024-07-01,29
P001760,U0339,C012,2024-10-28,49
P001761,U0340,C007,2023-02-14,19
P001762,U0340,C014,2023-03-04,79
P001763,U0340,C001,2023-11-20,99
P001764,U0340,C006,2024-05-13,49
P001765,U0340,C008,2024-12-13,29
P001766,U0341,C009,2022-05-03,39
P001767,U0341,C011,2023-01-01,79
P001768,U0341,C010,2023-04-16,49
P001769,U0341,C004,2023-06-09,99
P001770,U0341,C006,2023-10-14,49
P001771,U0341,C008,2024-01-16,29
P001772,U0341,C002,2024-08-03,89
P001773,U0341,C015,2024-11-08,89
P001774,U0342,C004,2024-02-07,99
P001775,U0342,C002,2024-12-17,89
P001776,U0343,C003,2023-02-13,79
P001777,U0343,C004,2023-03-23,99
P001778,U0343,C009,2023-03-26,39
P001779,U0343,C011,2023-12-28,79
P001780,U0343,C006,2024-05-02,49
P001781,U0343,C010,2024-07-14,49
P001782,U0344,C007,2023-12-12,19
P001783,U0344,C009,2024-05-16,39
P001784,U0345,C001,2024-08-02,99
P001785,U0345,C014,2024-08-04,79
P001786,U0345,C007,2024-08-10,19
P001787,U0345,C006,2024-09-12,49
P001788,U0345,C008,2024-09-12,29
P001789,U0346,C006,2024-11-18,49
P001790,U0346,C015,2024-11-18,89
P001791,U0346,C001,2024-11-19,99
P001792,U0346,C013,2024-11-22,69
P001793,U0346,C012,2024-11-26,49
P001794,U0346,C010,2024-11-28,49
P001795,U0346,C003,2024-11-29,79
P001796,U0346,C008,2024-11-30,29
P001797,U0347,C015,2023-12-24,89
P001798,U0347,C009,2024-01-10,39
P001799,U0347,C011,2024-06-27,79
P001800,U0347,C006,2024-08-10,49
P001801,U0347,C012,2024-11-24,49
P001802,U0348,C004,2024-03-14,99
P001803,U0348,C002,2024-07-09,89
P001804,U0349,C008,2023-05-12,29
P001805,U0349,C012,2023-06-09,49
P001806,U0349,C001,2024-08-07,99
P001807,U0349,C006,2024-09-21,49
P001808,U0350,C004,2023-11-12,99
P001809,U0350,C006,2023-12-26,49
P001810,U0350,C010,2024-07-06,49
P001811,U0351,C009,2023-08-12,39
P001812,U0351,C006,2023-10-09,49
P001813,U0351,C005,2024-01-01,49
P001814,U0351,C007,2024-04-13,19
P001815,U0351,C010,2024-08-04,49
P001816,U0352,C006,2023-03-10,49
P001817,U0352,C007,2023-05-09,19
P001818,U0352,C009,2023-05-12,39
P001819,U0352,C005,2024-06-06,49
P001820,U0352,C015,2024-07-07,89
P001821,U0353,C009,2023-12-10,39
P001822,U0353,C015,2024-01-08,89
P001823,U0353,C002,2024-04-09,89
P001824,U0353,C005,2024-05-19,49
P001825,U0353,C008,2024-06-06,29
P001826,U0353,C003,2024-08-13,79
P001827,U0353,C012,2024-09-10,49
P001828,U0353,C014,2024-09-18,79
P001829,U0353,C006,2024-11-04,49
P001830,U0354,C015,2022-04-30,89
P001831,U0354,C004,2022-05-08,99
P001832,U0354,C008,2022-07-10,29
P001833,U0354,C001,2023-02-09,99
P001834,U0354,C011,2024-05-04,79
P001835,U0354,C014,2024-06-05,79
P001836,U0354,C005,2024-07-06,49
P001837,U0355,C013,2024-02-12,69
P001838,U0355,C003,2024-06-03,79
P001839,U0355,C005,2024-11-03,49
P001840,U0356,C013,2022-09-04,69
P001841,U0356,C012,2023-04-06,49
P001842,U0356,C004,2024-12-07,99
P001843,U0357,C009,2023-10-27,39
P001844,U0358,C003,2024-06-25,79
P001845,U0358,C014,2024-06-30,79
P001846,U0358,C004,2024-11-23,99
P001847,U0358,C013,2024-12-01,69
P001848,U0359,C005,2024-05-19,49
P001849,U0359,C004,2024-08-01,99
P001850,U0359,C002,2024-09-07,89
P001851,U0359,C011,2024-09-15,79
P001852,U0359,C007,2024-10-22,19
P001853,U0360,C002,2022-09-13,89
P001854,U0360,C015,2022-09-17,89
P001855,U0360,C007,2023-10-16,19
P001856,U0360,C001,2024-01-28,99
P001857,U0360,C011,2024-11-13,79
P001858,U0361,C014,2023-06-16,79
P001859,U0361,C012,2023-07-07,49
P001860,U0362,C012,2023-09-02,49
P001861,U0362,C011,2023-09-17,79
P001862,U0362,C006,2023-09-26,49
P001863,U0362,C007,2024-02-15,19
P001864,U0362,C008,2024-03-14,29
P001865,U0362,C015,2024-03-24,89
P001866,U0362,C005,2024-08-25,49
P001867,U0362,C009,2024-08-31,39
P001868,U0362,C001,2024-09-17,99
P001869,U0362,C004,2024-10-13,99
P001870,U0362,C014,2024-11-16,79
P001871,U0363,C004,2022-07-01,99
P001872,U0363,C013,2022-09-02,69
P001873,U0363,C002,2022-11-03,89
P001874,U0363,C001,2022-11-17,99
P001875,U0363,C015,2023-07-14,89
P001876,U0363,C007,2024-05-21,19
P001877,U0363,C014,2024-09-18,79
P001878,U0363,C005,2024-10-13,49
P001879,U0363,C010,2024-11-16,49
P001880,U0364,C002,2023-05-28,89
P001881,U0364,C010,2023-06-10,49
P001882,U0364,C011,2023-09-28,79
P001883,U0364,C004,2023-12-18,99
P001884,U0364,C005,2024-01-16,49
P001885,U0364,C015,2024-06-06,89
P001886,U0364,C012,2024-09-27,49
P001887,U0364,C008,2024-10-29,29
P001888,U0364,C014,2024-11-02,79
P001889,U0364,C006,2024-11-26,49
P001890,U0365,C012,2022-02-21,49
P001891,U0365,C003,2022-05-16,79
P001892,U0365,C011,2023-06-07,79
P001893,U0365,C006,2024-07-17,49
P001894,U0366,C006,2023-05-01,49
P001895,U0366,C009,2023-05-15,39
P001896,U0366,C010,2023-12-31,49
P001897,U0366,C011,2024-05-11,79
P001898,U0366,C015,2024-12-23,89
P001899,U0367,C011,2023-03-19,79
P001900,U0367,C013,2023-08-05,69
P001901,U0368,C004,2023-03-06,99
P001902,U0368,C006,2023-03-23,49
P001903,U0369,C002,2024-07-21,89
P001904,U0369,C011,2024-08-26,79
P001905,U0369,C010,2024-09-21,49
P001906,U0370,C015,2022-06-18,89
P001907,U0370,C008,2022-07-14,29
P001908,U0370,C007,2023-01-07,19
P001909,U0370,C006,2023-04-14,49
P001910,U0370,C010,2024-03-06,49
P001911,U0370,C001,2024-03-08,99
P001912,U0370,C014,2024-10-14,79
P001913,U0370,C013,2024-12-29,69
P001914,U0371,C004,2023-06-07,99
P001915,U0371,C005,2023-08-31,49
P001916,U0371,C001,2023-10-08,99
P001917,U0371,C003,2024-01-19,79
P001918,U0371,C006,2024-02-09,49
P001919,U0371,C015,2024-08-04,89
P001920,U0371,C013,2024-09-21,69
P001921,U0372,C013,2023-03-05,69
P001922,U0372,C011,2023-03-20,79
P001923,U0373,C009,2023-09-11,39
P001924,U0373,C005,2023-12-23,49
P001925,U0373,C004,2024-01-31,99
P001926,U0373,C006,2024-04-01,49
P001927,U0373,C008,2024-06-19,29
P001928,U0373,C001,2024-06-21,99
P001929,U0373,C013,2024-07-13,69
P001930,U0373,C007,2024-08-23,19
P001931,U0373,C003,2024-09-25,79
P001932,U0373,C015,2024-10-17,89
P001933,U0373,C011,2024-11-07,79
P001934,U0373,C012,2024-12-20,49
P001935,U0374,C004,2023-02-09,99
P001936,U0374,C003,2023-06-26,79
P001937,U0374,C013,2024-09-21,69
P001938,U0374,C005,2024-10-25,49
P001939,U0374,C006,2024-11-05,49
P001940,U0374,C009,2024-11-08,39
P001941,U0375,C008,2023-05-01,29
P001942,U0375,C009,2023-07-27,39
P001943,U0375,C012,2023-08-30,49
P001944,U0375,C003,2023-09-13,79
P001945,U0375,C002,2023-10-01,89
P001946,U0375,C013,2024-09-03,69
P001947,U0376,C006,2024-01-07,49
P001948,U0376,C008,2024-03-11,29
P001949,U0376,C015,2024-04-09,89
P001950,U0376,C009,2024-06-18,39
P001951,U0376,C002,2024-08-12,89
P001952,U0377,C013,2023-06-25,69
P001953,U0378,C010,2022-10-06,49
P001954,U0378,C008,2022-12-10,29
P001955,U0378,C006,2023-05-10,49
P001956,U0378,C011,2023-06-28,79
P001957,U0378,C013,2023-09-01,69
P001958,U0378,C004,2024-07-29,99
P001959,U0378,C009,2024-09-13,39
P001960,U0379,C007,2022-11-05,19
P001961,U0379,C013,2022-12-15,69
P001962,U0379,C015,2023-06-18,89
P001963,U0379,C011,2024-04-13,79
P001964,U0379,C014,2024-08-19,79
P001965,U0379,C005,2024-09-07,49
P001966,U0379,C004,2024-09-15,99
P001967,U0379,C009,2024-11-28,39
P001968,U0379,C008,2024-11-30,29
P001969,U0380,C014,2024-06-01,79
P001970,U0380,C012,2024-06-17,49
P001971,U0380,C009,2024-07-05,39
P001972,U0380,C006,2024-08-05,49
P001973,U0380,C011,2024-08-12,79
P001974,U0380,C003,2024-10-03,79
P001975,U0380,C004,2024-10-20,99
P001976,U0381,C006,2023-09-23,49
P001977,U0381,C002,2024-01-18,89
P001978,U0381,C009,2024-02-09,39
P001979,U0382,C002,2023-06-05,89
P001980,U0382,C014,2023-07-04,79
P001981,U0383,C010,2023-12-29,49
P001982,U0383,C009,2024-05-28,39
P001983,U0383,C015,2024-07-07,89
P001984,U0383,C012,2024-09-02,49
P001985,U0384,C014,2024-10-06,79
P001986,U0384,C008,2024-10-14,29
P001987,U0384,C010,2024-12-05,49
P001988,U0385,C013,2023-12-29,69
P001989,U0385,C004,2024-04-07,99
P001990,U0385,C005,2024-05-01,49
P001991,U0386,C003,2022-11-27,79
P001992,U0386,C001,2023-07-22,99
P001993,U0386,C007,2023-08-06,19
P001994,U0386,C014,2024-08-15,79
P001995,U0386,C006,2024-09-21,49
P001996,U0386,C002,2024-10-22,89
P001997,U0387,C013,2024-01-01,69
P001998,U0387,C001,2024-08-19,99
P001999,U0387,C009,2024-09-05,39
P002000,U0388,C007,2024-05-26,19
P002001,U0388,C015,2024-06-14,89
P002002,U0389,C015,2022-11-01,89
P002003,U0389,C007,2023-02-10,19
P002004,U0389,C009,2023-04-02,39
P002005,U0389,C010,2023-11-07,49
P002006,U0389,C012,2023-12-16,49
P002007,U0389,C005,2024-03-24,49
P002008,U0389,C001,2024-12-01,99
P002009,U0390,C011,2023-05-04,79
P002010,U0390,C002,2023-05-20,89
P002011,U0390,C001,2024-08-26,99
P002012,U0391,C011,2022-01-23,79
P002013,U0391,C001,2022-03-10,99
P002014,U0391,C012,2022-03-23,49
P002015,U0391,C006,2022-06-23,49
P002016,U0391,C010,2022-07-06,49
P002017,U0391,C003,2023-01-25,79
P002018,U0391,C008,2023-05-26,29
P002019,U0391,C014,2023-06-23,79
P002020,U0391,C009,2024-03-31,39
P002021,U0391,C007,2024-05-18,19
P002022,U0391,C005,2024-05-28,49
P002023,U0391,C015,2024-12-17,89
P002024,U0392,C013,2024-06-23,69
P002025,U0392,C006,2024-08-08,49
P002026,U0392,C007,2024-10-05,19
P002027,U0392,C015,2024-10-30,89
P002028,U0393,C010,2023-06-18,49
P002029,U0393,C011,2023-09-16,79
P002030,U0394,C005,2022-10-07,49
P002031,U0394,C013,2023-04-24,69
P002032,U0394,C001,2023-08-21,99
P002033,U0394,C003,2023-10-29,79
P002034,U0394,C009,2024-07-20,39
P002035,U0394,C012,2024-08-02,49
P002036,U0395,C004,2023-11-10,99
P002037,U0395,C010,2024-02-01,49
P002038,U0395,C006,2024-06-21,49
P002039,U0395,C015,2024-06-21,89
P002040,U0395,C014,2024-07-09,79
P002041,U0396,C007,2023-08-24,19
P002042,U0396,C002,2023-12-23,89
P002043,U0396,C015,2024-02-01,89
P002044,U0396,C010,2024-08-18,49
P002045,U0397,C009,2022-12-28,39
P002046,U0397,C002,2023-01-12,89
P002047,U0397,C015,2023-03-06,89
P002048,U0397,C005,2023-06-03,49
P002049,U0397,C001,2023-09-01,99
P002050,U0397,C007,2023-10-11,19
P002051,U0397,C014,2024-08-19,79
P002052,U0397,C013,2024-10-12,69
P002053,U0397,C008,2024-11-24,29
P002054,U0398,C006,2023-08-28,49
P002055,U0399,C013,2024-05-26,69
P002056,U0399,C009,2024-06-02,39
P002057,U0399,C005,2024-06-21,49
P002058,U0399,C004,2024-06-26,99
P002059,U0399,C010,2024-07-06,49
P002060,U0399,C011,2024-07-19,79
P002061,U0399,C015,2024-09-17,89
P002062,U0400,C013,2022-11-13,69
P002063,U0400,C008,2023-07-23,29
P002064,U0400,C001,2023-11-19,99
P002065,U0400,C015,2024-01-23,89
P002066,U0400,C009,2024-03-12,39
P002067,U0400,C007,2024-10-24,19
P002068,U0401,C005,2024-06-23,49
P002069,U0401,C009,2024-08-25,39
P002070,U0401,C015,2024-12-27,89
P002071,U0402,C010,2024-06-15,49
P002072,U0402,C005,2024-07-13,49
P002073,U0402,C014,2024-07-14,79
P002074,U0402,C015,2024-08-03,89
P002075,U0402,C002,2024-09-19,89
P002076,U0402,C003,2024-09-22,79
P002077,U0402,C004,2024-09-23,99
P002078,U0402,C008,2024-09-28,29
P002079,U0402,C001,2024-10-23,99
P002080,U0402,C009,2024-11-01,39
P002081,U0402,C006,2024-12-01,49
P002082,U0402,C012,2024-12-05,49
P002083,U0403,C008,2023-12-05,29
P002084,U0404,C008,2022-04-19,29
P002085,U0404,C007,2023-02-04,19
P002086,U0404,C005,2023-02-12,49
P002087,U0404,C012,2023-08-20,49
P002088,U0404,C003,2024-01-14,79
P002089,U0404,C011,2024-09-24,79
P002090,U0405,C005,2024-12-26,49
P002091,U0406,C007,2024-04-15,19
P002092,U0406,C009,2024-08-25,39
P002093,U0406,C006,2024-11-09,49
